,playerName,CoverageType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
581,Clyde Edwards-Helaire,Screen,5.5,0,9,14.5,23.0,0.6304347826086957
585,Cole Beasley,Combination,2.3000000000000003,6,3,11.3,21.0,0.5380952380952382
586,Cole Beasley,Cover 0,3.0000000000000004,6,6,15.0,16.0,0.9375
587,Cole Beasley,Cover 1,27.200000000000003,6,20,53.2,136.0,0.3911764705882353
588,Cole Beasley,Cover 2,18.900000000000002,0,16,34.9,55.0,0.6345454545454545
589,Cole Beasley,Cover 3,28.4,6,22,56.4,109.0,0.5174311926605505
590,Cole Beasley,Cover 4,20.3,0,16,36.3,61.0,0.5950819672131147
591,Cole Beasley,Cover 6,2.4000000000000004,0,3,5.4,16.0,0.3375
592,Cole Beasley,Man Cover 2,5.2,0,4,9.2,16.0,0.575
593,Cole Beasley,Screen,3.6,0,7,10.6,41.0,0.25853658536585367
594,Cole Kmet,Cover 0,0.0,0,0,0.0,7.0,0.0
595,Cole Kmet,Cover 1,4.4,0,6,10.4,60.0,0.17333333333333334
596,Cole Kmet,Cover 2,2.4000000000000004,0,3,5.4,31.0,0.17419354838709677
597,Cole Kmet,Cover 3,11.1,6,14,31.099999999999998,71.0,0.4380281690140845
598,Cole Kmet,Cover 4,6.4,6,5,17.400000000000002,45.0,0.3866666666666667
600,Cole Kmet,Prevent,1.0,0,1,2.0,7.0,0.2857142857142857
605,Collin Johnson,Cover 0,0.0,0,0,0.0,3.0,0.0
606,Collin Johnson,Cover 1,8.8,6,7,21.8,46.0,0.4739130434782609
611,Collin Johnson,Man Cover 2,0.0,0,0,0.0,9.0,0.0
612,Collin Johnson,Other,0.0,0,0,0.0,5.0,0.0
614,Cooper Kupp,Combination,2.7,0,2,4.7,10.0,0.47000000000000003
615,Cooper Kupp,Cover 0,3.0,6,5,14.0,12.0,1.1666666666666667
616,Cooper Kupp,Cover 1,26.099999999999998,6,23,55.1,106.0,0.519811320754717
617,Cooper Kupp,Cover 2,1.2000000000000002,0,2,3.2,32.0,0.1
618,Cooper Kupp,Cover 3,44.800000000000004,0,42,86.8,206.0,0.42135922330097086
619,Cooper Kupp,Cover 4,20.1,6,9,35.099999999999994,62.0,0.5661290322580644
620,Cooper Kupp,Cover 6,2.7,0,2,4.7,6.0,0.7833333333333333
621,Cooper Kupp,Man Cover 2,2.5,0,2,4.5,19.0,0.23684210526315788
622,Cooper Kupp,Screen,4.7,0,10,14.700000000000001,26.0,0.5653846153846154
628,Cordarrelle Patterson,Screen,2.3,0,7,9.299999999999999,10.0,0.9299999999999999
633,Corey Davis,Combination,1.1,0,1,2.1,18.0,0.11666666666666667
635,Corey Davis,Cover 1,31.599999999999994,12,24,67.60000000000001,128.0,0.5281250000000001
637,Corey Davis,Cover 3,40.199999999999996,12,19,71.20000000000002,105.0,0.6780952380952383
638,Corey Davis,Cover 4,15.800000000000002,6,13,34.800000000000004,57.0,0.6105263157894738
639,Corey Davis,Cover 6,4.7,0,2,6.699999999999999,14.0,0.47857142857142854
640,Corey Davis,Man Cover 2,4.6000000000000005,0,4,8.600000000000001,12.0,0.7166666666666668
641,Corey Davis,Screen,0.6,0,2,2.6,25.0,0.10400000000000001
646,Craig Reynolds,Man Cover 2,0.30000000000000004,0,1,1.3,1.0,1.3
647,Cullen Gillaspia,Prevent,0.6000000000000001,0,1,1.6,1.0,1.6
648,Curtis Samuel,Combination,1.1,0,1,2.1,11.0,0.19090909090909092
649,Curtis Samuel,Cover 1,14.5,6,15,35.5,88.0,0.4034090909090909
650,Curtis Samuel,Cover 2,5.5,0,5,10.5,58.0,0.1810344827586207
651,Curtis Samuel,Cover 3,29.300000000000004,6,21,56.3,129.0,0.43643410852713177
652,Curtis Samuel,Cover 4,14.700000000000003,0,14,28.700000000000003,68.0,0.4220588235294118
653,Curtis Samuel,Cover 6,1.0,0,1,2.0,9.0,0.2222222222222222
654,Curtis Samuel,Man Cover 2,8.9,0,5,13.900000000000002,17.0,0.8176470588235295
655,Curtis Samuel,Prevent,1.9000000000000001,0,1,2.9000000000000004,16.0,0.18125000000000002
656,Curtis Samuel,Screen,5.300000000000001,6,13,24.300000000000004,37.0,0.6567567567567568
661,D'Andre Swift,Cover 0,0.9,0,1,1.9,2.0,0.95
662,D'Andre Swift,Cover 1,3.4999999999999996,6,7,16.5,36.0,0.4583333333333333
663,D'Andre Swift,Cover 2,4.2,0,6,10.2,25.0,0.408
664,D'Andre Swift,Cover 3,8.6,0,11,19.599999999999998,47.0,0.4170212765957446
665,D'Andre Swift,Cover 4,4.300000000000001,0,6,10.3,47.0,0.21914893617021278
666,D'Andre Swift,Cover 6,2.8000000000000003,0,3,5.800000000000001,5.0,1.1600000000000001
667,D'Andre Swift,Man Cover 2,3.2,6,3,12.2,9.0,1.3555555555555554
668,D'Andre Swift,Prevent,0.0,0,0,0.0,8.0,0.0
669,D'Andre Swift,Screen,8.9,0,10,18.900000000000002,24.0,0.7875000000000001
673,DJ Chark Jr,Cover 0,0.0,0,0,0.0,8.0,0.0
674,DJ Chark Jr,Cover 1,19.7,6,16,41.7,131.0,0.31832061068702294
675,DJ Chark Jr,Cover 2,13.400000000000002,6,11,30.4,74.0,0.4108108108108108
676,DJ Chark Jr,Cover 3,29.3,12,17,58.3,129.0,0.451937984496124
677,DJ Chark Jr,Cover 4,1.9000000000000001,0,3,4.9,58.0,0.08448275862068966
678,DJ Chark Jr,Cover 6,2.0,6,1,9.0,13.0,0.6923076923076923
679,DJ Chark Jr,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,14.0,0.12142857142857144
680,DJ Chark Jr,Screen,2.5000000000000004,0,3,5.5,34.0,0.16176470588235295
683,DJ Moore,Cover 0,5.7,6,1,12.7,9.0,1.411111111111111
684,DJ Moore,Cover 1,27.700000000000003,0,14,41.7,121.0,0.34462809917355375
685,DJ Moore,Cover 2,11.700000000000001,0,9,20.7,77.0,0.2688311688311688
686,DJ Moore,Cover 3,36.099999999999994,0,23,59.1,150.0,0.394
687,DJ Moore,Cover 4,15.5,0,9,24.5,78.0,0.3141025641025641
688,DJ Moore,Cover 6,1.5,0,1,2.5,13.0,0.19230769230769232
689,DJ Moore,Man Cover 2,3.8000000000000007,0,3,6.800000000000001,25.0,0.272
690,DJ Moore,Prevent,4.2,0,1,5.2,20.0,0.26
691,DJ Moore,Screen,3.4000000000000004,12,4,19.400000000000002,38.0,0.5105263157894737
693,DK Metcalf,Combination,0.6000000000000001,6,1,7.6,19.0,0.39999999999999997
694,DK Metcalf,Cover 0,0.2,6,1,7.2,19.0,0.37894736842105264
695,DK Metcalf,Cover 1,46.600000000000016,24,23,93.6,137.0,0.6832116788321168
696,DK Metcalf,Cover 2,14.500000000000004,6,9,29.5,90.0,0.3277777777777778
697,DK Metcalf,Cover 3,45.900000000000006,18,26,89.90000000000002,179.0,0.5022346368715085
698,DK Metcalf,Cover 4,17.9,6,10,33.9,107.0,0.316822429906542
699,DK Metcalf,Cover 6,8.0,6,5,19.0,16.0,1.1875
700,DK Metcalf,Man Cover 2,1.8000000000000003,0,2,3.8000000000000003,30.0,0.12666666666666668
701,DK Metcalf,Prevent,0.0,0,0,0.0,22.0,0.0
702,DK Metcalf,Screen,11.3,6,10,27.299999999999994,40.0,0.6824999999999999
704,DaeSean Hamilton,Combination,1.8,0,1,2.8,12.0,0.2333333333333333
706,DaeSean Hamilton,Cover 1,3.1000000000000005,0,3,6.1000000000000005,72.0,0.08472222222222223
707,DaeSean Hamilton,Cover 2,1.3,0,1,2.3,43.0,0.053488372093023255
708,DaeSean Hamilton,Cover 3,12.200000000000001,6,8,26.2,88.0,0.29772727272727273
709,DaeSean Hamilton,Cover 4,5.1000000000000005,6,5,16.099999999999998,43.0,0.3744186046511627
710,DaeSean Hamilton,Cover 6,1.5,0,1,2.5,8.0,0.3125
711,DaeSean Hamilton,Man Cover 2,1.3,0,1,2.3,22.0,0.10454545454545454
712,DaeSean Hamilton,Prevent,2.7,0,2,4.699999999999999,16.0,0.29374999999999996
715,Dallas Goedert,Cover 1,17.2,6,12,35.2,92.0,0.3826086956521739
716,Dallas Goedert,Cover 2,5.000000000000001,6,6,17.0,28.0,0.6071428571428571
717,Dallas Goedert,Cover 3,16.1,0,13,29.100000000000005,87.0,0.3344827586206897
718,Dallas Goedert,Cover 4,9.600000000000001,6,8,23.6,48.0,0.4916666666666667
719,Dallas Goedert,Cover 6,0.5,0,1,1.5,6.0,0.25
720,Dallas Goedert,Man Cover 2,2.5,0,2,4.5,13.0,0.34615384615384615
721,Dallas Goedert,Prevent,0.0,0,0,0.0,9.0,0.0
722,Dallas Goedert,Screen,0.5000000000000001,0,3,3.5,18.0,0.19444444444444445
727,Dalton Schultz,Cover 0,0.4,0,1,1.4,19.0,0.07368421052631578
728,Dalton Schultz,Cover 1,14.6,0,13,27.600000000000005,107.0,0.2579439252336449
729,Dalton Schultz,Cover 2,7.0,0,11,18.0,73.0,0.2465753424657534
730,Dalton Schultz,Cover 3,18.3,12,15,45.300000000000004,125.0,0.36240000000000006
731,Dalton Schultz,Cover 4,12.100000000000001,6,14,32.099999999999994,106.0,0.3028301886792452
732,Dalton Schultz,Cover 6,5.1,6,3,14.1,17.0,0.8294117647058823
733,Dalton Schultz,Man Cover 2,0.8,0,1,1.8,33.0,0.05454545454545455
734,Dalton Schultz,Screen,3.8000000000000003,0,5,8.8,35.0,0.25142857142857145
738,Dalvin Cook,Cover 2,2.5999999999999996,0,6,8.6,23.0,0.3739130434782609
739,Dalvin Cook,Cover 3,6.7,0,9,15.700000000000001,64.0,0.24531250000000002
740,Dalvin Cook,Cover 4,2.4000000000000004,0,6,8.4,31.0,0.2709677419354839
741,Dalvin Cook,Cover 6,1.4000000000000001,0,2,3.4,10.0,0.33999999999999997
742,Dalvin Cook,Man Cover 2,4.6000000000000005,0,2,6.6000000000000005,12.0,0.55
743,Dalvin Cook,Prevent,0.0,0,0,0.0,11.0,0.0
744,Dalvin Cook,Screen,15.6,6,17,38.6,31.0,1.2451612903225806
747,Damien Harris,Cover 6,1.4000000000000001,0,2,3.4000000000000004,3.0,1.1333333333333335
748,Damien Harris,Screen,2.7,0,2,4.7,7.0,0.6714285714285715
749,Damiere Byrd,Cover 0,1.3,0,2,3.3,17.0,0.1941176470588235
750,Damiere Byrd,Cover 1,14.799999999999999,6,10,30.8,127.0,0.24251968503937008
751,Damiere Byrd,Cover 2,7.300000000000001,0,3,10.3,24.0,0.4291666666666667
752,Damiere Byrd,Cover 3,19.700000000000003,0,15,34.7,141.0,0.24609929078014187
753,Damiere Byrd,Cover 4,10.9,0,7,17.9,61.0,0.29344262295081963
754,Damiere Byrd,Cover 6,2.6,0,2,4.6000000000000005,13.0,0.35384615384615387
756,Damiere Byrd,Screen,3.8000000000000003,0,8,11.8,33.0,0.3575757575757576
759,Damion Ratley,Cover 6,2.9000000000000004,0,1,3.9000000000000004,3.0,1.3
760,Dan Arnold,Cover 0,1.1,12,2,15.100000000000001,14.0,1.0785714285714287
762,Dan Arnold,Cover 2,7.6000000000000005,0,4,11.600000000000001,30.0,0.3866666666666667
763,Dan Arnold,Cover 3,13.9,0,10,23.900000000000002,83.0,0.28795180722891567
764,Dan Arnold,Cover 4,6.6000000000000005,6,7,19.6,62.0,0.31612903225806455
765,Dan Arnold,Cover 6,8.4,6,2,16.4,10.0,1.64
766,Dan Arnold,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,5.0,0.34
767,Dan Arnold,Screen,-0.30000000000000004,0,1,0.7,16.0,0.04375
769,Daniel Brown,Combination,1.8,0,1,2.8,1.0,2.8
772,Danny Amendola,Cover 1,13.7,0,7,20.7,73.0,0.28356164383561644
773,Danny Amendola,Cover 2,7.6000000000000005,0,8,15.6,46.0,0.3391304347826087
774,Danny Amendola,Cover 3,15.8,0,9,24.8,74.0,0.33513513513513515
775,Danny Amendola,Cover 4,9.1,0,6,15.1,63.0,0.23968253968253966
776,Danny Amendola,Cover 6,2.8000000000000003,0,1,3.8000000000000003,8.0,0.47500000000000003
777,Danny Amendola,Man Cover 2,4.300000000000001,0,4,8.3,17.0,0.4882352941176471
778,Danny Amendola,Screen,4.7,0,10,14.700000000000001,28.0,0.525
783,Dante Pettis,Prevent,1.0,0,1,2.0,3.0,0.6666666666666666
785,Dare Ogunbowale,Cover 2,1.8,0,4,5.8,26.0,0.22307692307692306
787,Dare Ogunbowale,Cover 4,1.7000000000000002,0,2,3.7,16.0,0.23125
788,Dare Ogunbowale,Cover 6,0.1,0,1,1.1,6.0,0.18333333333333335
789,Dare Ogunbowale,Man Cover 2,0.0,0,0,0.0,7.0,0.0
790,Dare Ogunbowale,Screen,1.4000000000000001,0,2,3.4000000000000004,12.0,0.2833333333333334
791,Darius Slayton,Cover 0,1.8000000000000003,6,2,9.8,17.0,0.5764705882352942
792,Darius Slayton,Cover 1,29.500000000000004,12,16,57.5,160.0,0.359375
793,Darius Slayton,Cover 2,3.5,0,1,4.5,35.0,0.12857142857142856
794,Darius Slayton,Cover 3,25.000000000000007,6,18,49.0,178.0,0.2752808988764045
795,Darius Slayton,Cover 4,13.799999999999997,0,10,23.799999999999997,84.0,0.2833333333333333
796,Darius Slayton,Cover 6,0.0,0,0,0.0,12.0,0.0
797,Darius Slayton,Man Cover 2,0.0,0,0,0.0,12.0,0.0
798,Darius Slayton,Prevent,0.6000000000000001,0,1,1.6,18.0,0.08888888888888889
799,Darius Slayton,Screen,1.8000000000000003,0,2,3.8000000000000003,28.0,0.13571428571428573
801,Darnell Mooney,Combination,1.5,6,1,8.5,9.0,0.9444444444444444
802,Darnell Mooney,Cover 0,1.5000000000000002,6,2,9.5,7.0,1.3571428571428572
803,Darnell Mooney,Cover 1,13.199999999999998,0,12,25.2,128.0,0.196875
804,Darnell Mooney,Cover 2,3.1,0,3,6.1,64.0,0.0953125
805,Darnell Mooney,Cover 3,30.5,6,24,60.5,165.0,0.36666666666666664
806,Darnell Mooney,Cover 4,5.199999999999999,0,7,12.2,79.0,0.15443037974683543
807,Darnell Mooney,Cover 6,0.30000000000000004,0,1,1.3,6.0,0.21666666666666667
808,Darnell Mooney,Man Cover 2,0.0,0,0,0.0,22.0,0.0
809,Darnell Mooney,Prevent,0.0,0,0,0.0,10.0,0.0
810,Darnell Mooney,Screen,6.6,6,10,22.6,30.0,0.7533333333333334
813,Darrel Williams,Cover 2,0.0,0,0,0.0,18.0,0.0
817,Darrel Williams,Screen,2.4000000000000004,0,7,9.4,10.0,0.9400000000000001
823,Darrell Henderson Jr,Combination,1.1,6,1,8.1,1.0,8.1
828,Darrell Henderson Jr,Screen,4.800000000000001,0,5,9.8,14.0,0.7000000000000001
829,Darren Fells,Cover 1,8.900000000000002,18,8,34.9,62.0,0.5629032258064516
830,Darren Fells,Cover 2,1.2000000000000002,0,1,2.2,30.0,0.07333333333333333
831,Darren Fells,Cover 3,18.400000000000002,6,10,34.4,63.0,0.546031746031746
834,Darren Waller,Cover 0,1.7000000000000002,0,2,3.7,12.0,0.30833333333333335
835,Darren Waller,Cover 1,44.89999999999999,30,33,107.90000000000003,138.0,0.7818840579710148
836,Darren Waller,Cover 2,1.2000000000000002,0,4,5.2,49.0,0.10612244897959185
837,Darren Waller,Cover 3,33.6,24,31,88.60000000000001,153.0,0.5790849673202615
838,Darren Waller,Cover 4,12.9,0,12,24.9,89.0,0.2797752808988764
839,Darren Waller,Cover 6,3.0,0,2,5.0,10.0,0.5
840,Darren Waller,Man Cover 2,3.3,0,2,5.3,13.0,0.4076923076923077
841,Darren Waller,Other,2.5,0,1,3.5,13.0,0.2692307692307692
842,Darren Waller,Screen,11.399999999999999,0,16,27.4,31.0,0.8838709677419354
846,Darrius Shepherd,Cover 6,0.0,0,0,0.0,4.0,0.0
848,Darrynton Evans,Cover 0,0.30000000000000004,6,1,7.3,1.0,7.3
855,Darwin Thompson,Prevent,-0.2,0,1,0.8,3.0,0.26666666666666666
856,Darwin Thompson,Screen,4.3,0,3,7.3,10.0,0.73
859,Daurice Fountain,Cover 6,0.0,0,0,0.0,1.0,0.0
860,Davante Adams,Cover 0,4.9,24,6,34.9,14.0,2.492857142857143
861,Davante Adams,Cover 1,51.0,60,39,150.00000000000003,114.0,1.3157894736842108
862,Davante Adams,Cover 2,14.600000000000001,6,9,29.6,53.0,0.5584905660377358
863,Davante Adams,Cover 3,46.10000000000001,18,34,98.10000000000001,127.0,0.7724409448818899
864,Davante Adams,Cover 4,9.999999999999998,0,11,21.0,53.0,0.39622641509433965
865,Davante Adams,Cover 6,0.0,0,0,0.0,12.0,0.0
866,Davante Adams,Man Cover 2,8.100000000000001,6,7,21.1,18.0,1.1722222222222223
867,Davante Adams,Screen,15.600000000000003,6,26,47.6,46.0,1.0347826086956522
869,David Johnson,Cover 0,0.2,6,1,7.2,5.0,1.44
870,David Johnson,Cover 1,3.5,0,2,5.5,60.0,0.09166666666666666
871,David Johnson,Cover 2,6.0,0,4,10.0,36.0,0.2777777777777778
872,David Johnson,Cover 3,8.9,0,10,18.900000000000002,75.0,0.252
874,David Johnson,Cover 6,2.5,0,2,4.5,11.0,0.4090909090909091
876,David Johnson,Screen,2.9,0,8,10.9,26.0,0.41923076923076924
878,David Montgomery,Cover 1,6.400000000000001,6,5,17.400000000000002,59.0,0.29491525423728815
879,David Montgomery,Cover 2,6.5,0,8,14.499999999999998,30.0,0.4833333333333333
880,David Montgomery,Cover 3,17.6,0,20,37.6,96.0,0.39166666666666666
881,David Montgomery,Cover 4,9.600000000000001,0,14,23.6,61.0,0.38688524590163936
882,David Montgomery,Man Cover 2,1.2000000000000002,0,1,2.2,11.0,0.2
883,David Montgomery,Screen,2.8000000000000003,6,7,15.8,22.0,0.7181818181818183
885,David Moore,Cover 1,9.4,12,8,29.4,69.0,0.4260869565217391
886,David Moore,Cover 2,7.0,12,4,23.0,40.0,0.575
887,David Moore,Cover 3,15.5,0,10,25.500000000000004,76.0,0.33552631578947373
888,David Moore,Cover 4,3.4000000000000004,12,4,19.399999999999995,44.0,0.4409090909090908
889,David Moore,Cover 6,0.0,0,0,0.0,4.0,0.0
890,David Moore,Man Cover 2,0.7000000000000001,0,1,1.7000000000000002,21.0,0.08095238095238096
891,David Moore,Screen,4.7,0,9,13.700000000000001,21.0,0.6523809523809524
894,David Njoku,Cover 0,0.1,6,1,7.1,5.0,1.42
895,David Njoku,Cover 1,9.700000000000001,6,9,24.7,38.0,0.65
896,David Njoku,Cover 2,5.200000000000001,0,6,11.2,31.0,0.36129032258064514
899,David Njoku,Other,0.0,0,0,0.0,5.0,0.0
902,Dawson Knox,Cover 1,8.7,0,7,15.7,71.0,0.22112676056338026
904,Dawson Knox,Cover 3,14.600000000000001,6,10,30.6,61.0,0.5016393442622951
906,Dawson Knox,Cover 6,0.8,0,1,1.8,6.0,0.3
907,Dawson Knox,Man Cover 2,0.0,0,0,0.0,6.0,0.0
908,Dawson Knox,Other,0.30000000000000004,6,1,7.3,7.0,1.042857142857143
909,Dawson Knox,Screen,2.7,6,4,12.700000000000001,15.0,0.8466666666666668
915,De'Michael Harris,Screen,4.6,0,7,11.6,12.0,0.9666666666666667
921,DeAndre Hopkins,Cover 0,3.8000000000000003,0,3,6.800000000000001,31.0,0.21935483870967745
922,DeAndre Hopkins,Cover 1,31.600000000000005,12,21,64.60000000000001,93.0,0.6946236559139786
923,DeAndre Hopkins,Cover 2,7.100000000000001,0,8,15.1,60.0,0.25166666666666665
924,DeAndre Hopkins,Cover 3,63.4,12,41,116.40000000000002,190.0,0.6126315789473685
925,DeAndre Hopkins,Cover 4,22.0,6,18,45.99999999999999,130.0,0.3538461538461538
926,DeAndre Hopkins,Cover 6,1.0,0,1,2.0,15.0,0.13333333333333333
927,DeAndre Hopkins,Man Cover 2,0.0,0,0,0.0,11.0,0.0
928,DeAndre Hopkins,Prevent,7.1000000000000005,6,3,16.1,23.0,0.7000000000000001
929,DeAndre Hopkins,Screen,9.8,0,22,31.800000000000008,65.0,0.48923076923076936
936,DeSean Jackson,Cover 1,3.5,0,4,7.5,24.0,0.3125
939,DeSean Jackson,Cover 4,5.1000000000000005,0,3,8.100000000000001,21.0,0.3857142857142858
942,DeVante Parker,Combination,0.7000000000000001,0,1,1.7000000000000002,15.0,0.11333333333333334
943,DeVante Parker,Cover 0,1.7000000000000002,18,4,23.7,12.0,1.9749999999999999
944,DeVante Parker,Cover 1,35.400000000000006,0,25,60.400000000000006,132.0,0.45757575757575764
945,DeVante Parker,Cover 2,2.5,0,2,4.5,39.0,0.11538461538461539
946,DeVante Parker,Cover 3,19.200000000000003,0,14,33.199999999999996,106.0,0.3132075471698113
947,DeVante Parker,Cover 4,13.0,6,10,29.0,86.0,0.3372093023255814
949,DeVante Parker,Man Cover 2,2.2,0,2,4.2,26.0,0.16153846153846155
957,DeeJay Dallas,Cover 4,3.5,6,5,14.5,14.0,1.0357142857142858
958,DeeJay Dallas,Man Cover 2,0.5,0,1,1.5,6.0,0.25
962,Deebo Samuel,Combination,0.6000000000000001,0,1,1.6,6.0,0.26666666666666666
963,Deebo Samuel,Cover 1,4.9,0,5,9.900000000000002,34.0,0.29117647058823537
965,Deebo Samuel,Cover 3,4.9,0,4,8.9,54.0,0.16481481481481483
966,Deebo Samuel,Cover 4,3.3,0,3,6.3,32.0,0.196875
967,Deebo Samuel,Man Cover 2,2.4000000000000004,0,1,3.4000000000000004,4.0,0.8500000000000001
968,Deebo Samuel,Screen,19.100000000000005,6,17,42.099999999999994,25.0,1.6839999999999997
969,Demarcus Robinson,Cover 0,1.0,6,2,9.0,16.0,0.5625
970,Demarcus Robinson,Cover 1,10.700000000000001,6,9,25.700000000000003,88.0,0.29204545454545455
971,Demarcus Robinson,Cover 2,4.7,0,5,9.7,49.0,0.19795918367346937
972,Demarcus Robinson,Cover 3,12.700000000000003,6,12,30.7,112.0,0.2741071428571428
973,Demarcus Robinson,Cover 4,13.600000000000003,0,16,29.6,113.0,0.26194690265486725
974,Demarcus Robinson,Cover 6,2.5,0,2,4.5,13.0,0.34615384615384615
976,Demarcus Robinson,Prevent,2.8000000000000003,0,1,3.8000000000000003,15.0,0.25333333333333335
977,Demarcus Robinson,Screen,0.8,0,1,1.8,35.0,0.05142857142857143
980,Demetrius Harris,Cover 2,1.7000000000000002,0,2,3.7,9.0,0.41111111111111115
983,Denzel Mims,Combination,3.2,0,2,5.2,9.0,0.5777777777777778
984,Denzel Mims,Cover 0,2.6,0,1,3.6,5.0,0.72
985,Denzel Mims,Cover 1,13.800000000000002,0,8,21.8,75.0,0.2906666666666667
987,Denzel Mims,Cover 3,6.0,0,6,12.0,74.0,0.16216216216216217
988,Denzel Mims,Cover 4,3.3000000000000003,0,3,6.300000000000001,35.0,0.18000000000000002
989,Denzel Mims,Cover 6,1.5,0,1,2.5,5.0,0.5
990,Denzel Mims,Man Cover 2,0.0,0,0,0.0,7.0,0.0
991,Denzel Mims,Other,3.0,0,1,4.0,6.0,0.6666666666666666
995,Deon Yelder,Cover 6,0.0,0,0,0.0,2.0,0.0
1008,Derrick Henry,Cover 1,0.5,0,1,1.5,44.0,0.03409090909090909
1009,Derrick Henry,Cover 3,9.799999999999999,0,10,19.8,51.0,0.38823529411764707
1011,Derrick Henry,Cover 6,0.5000000000000001,0,2,2.5,7.0,0.35714285714285715
1012,Derrick Henry,Screen,3.1,0,6,9.100000000000001,20.0,0.45500000000000007
1018,Devin Duvernay,Cover 4,2.4000000000000004,0,3,5.4,44.0,0.12272727272727274
1020,Devin Duvernay,Prevent,1.1,0,1,2.1,6.0,0.35000000000000003
1021,Devin Duvernay,Screen,8.4,0,11,19.400000000000002,21.0,0.9238095238095239
1022,Devin Singletary,Cover 0,0.0,0,0,0.0,6.0,0.0
1023,Devin Singletary,Cover 1,3.1999999999999997,0,6,9.2,58.0,0.1586206896551724
1024,Devin Singletary,Cover 2,6.500000000000001,0,8,14.5,39.0,0.3717948717948718
1025,Devin Singletary,Cover 3,6.300000000000001,0,10,16.3,70.0,0.23285714285714287
1026,Devin Singletary,Cover 4,3.7,0,6,9.7,38.0,0.2552631578947368
1027,Devin Singletary,Cover 6,1.5,0,2,3.5,8.0,0.4375
1028,Devin Singletary,Man Cover 2,0.4,0,1,1.4,11.0,0.12727272727272726
1029,Devin Singletary,Prevent,1.4000000000000001,0,1,2.4000000000000004,8.0,0.30000000000000004
1030,Devin Singletary,Screen,9.7,0,12,21.700000000000003,30.0,0.7233333333333334
1032,Devine Ozigbo,Cover 0,0.4,0,1,1.4,1.0,1.4
1044,Devontae Booker,Cover 2,1.3000000000000003,0,3,4.300000000000001,13.0,0.3307692307692308
1045,Devontae Booker,Cover 3,4.6000000000000005,0,9,13.6,28.0,0.4857142857142857
1054,Dez Bryant,Cover 6,0.0,0,0,0.0,2.0,0.0
1055,Dion Lewis,Cover 0,0.0,0,0,0.0,3.0,0.0
1056,Dion Lewis,Cover 1,0.1,0,2,2.1,51.0,0.041176470588235294
1057,Dion Lewis,Cover 2,2.1,0,2,4.1,14.0,0.2928571428571428
1059,Dion Lewis,Cover 4,5.9,0,9,14.9,42.0,0.3547619047619048
1062,Diontae Johnson,Combination,0.0,0,0,0.0,16.0,0.0
1063,Diontae Johnson,Cover 0,3.4000000000000004,6,4,13.4,14.0,0.9571428571428572
1064,Diontae Johnson,Cover 1,27.0,24,28,79.0,128.0,0.6171875
1065,Diontae Johnson,Cover 2,7.2,0,8,15.2,72.0,0.2111111111111111
1066,Diontae Johnson,Cover 3,37.4,6,33,76.4,127.0,0.6015748031496063
1067,Diontae Johnson,Cover 4,8.6,6,8,22.6,65.0,0.3476923076923077
1068,Diontae Johnson,Cover 6,9.4,6,3,18.400000000000002,10.0,1.8400000000000003
1069,Diontae Johnson,Man Cover 2,4.1,0,3,7.1,29.0,0.24482758620689654
1070,Diontae Johnson,Prevent,0.0,0,0,0.0,15.0,0.0
1071,Diontae Johnson,Screen,8.9,0,15,23.9,65.0,0.36769230769230765
1076,Diontae Spencer,Prevent,0.0,0,0,0.0,2.0,0.0
1078,Dominique Dafney,Other,1.3,6,1,8.3,1.0,8.3
1080,Donald Parham,Cover 0,0.0,0,0,0.0,6.0,0.0
1084,Donald Parham,Cover 4,4.1000000000000005,0,3,7.1000000000000005,32.0,0.22187500000000002
1085,Donovan Peoples-Jones,Cover 1,11.100000000000001,6,6,23.1,29.0,0.7965517241379311
1086,Donovan Peoples-Jones,Cover 2,4.1,0,3,7.1,18.0,0.39444444444444443
1089,Donovan Peoples-Jones,Prevent,0.0,0,0,0.0,1.0,0.0
1093,Dontrelle Inman,Cover 0,1.0,0,1,2.0,8.0,0.25
1094,Dontrelle Inman,Cover 1,5.100000000000001,6,5,16.1,51.0,0.31568627450980397
1095,Dontrelle Inman,Cover 2,2.8,0,3,5.8,23.0,0.25217391304347825
1100,Dontrelle Inman,Screen,1.0000000000000002,0,3,4.0,18.0,0.2222222222222222
1101,Drew Sample,Cover 1,5.5,6,6,17.5,102.0,0.1715686274509804
1102,Drew Sample,Cover 2,3.5,0,5,8.5,46.0,0.18478260869565216
1103,Drew Sample,Cover 3,8.700000000000001,0,7,15.700000000000001,111.0,0.14144144144144144
1104,Drew Sample,Cover 4,10.2,0,13,23.2,73.0,0.31780821917808216
1105,Drew Sample,Cover 6,1.3,0,2,3.3,13.0,0.25384615384615383
1106,Drew Sample,Prevent,0.0,0,0,0.0,15.0,0.0
1107,Drew Sample,Screen,6.200000000000001,0,8,14.200000000000001,30.0,0.4733333333333334
1109,Duke Johnson,Cover 2,1.6,0,3,4.6,17.0,0.27058823529411763
1110,Duke Johnson,Cover 3,8.2,0,8,16.2,50.0,0.324
1112,Duke Johnson,Cover 6,0.8,0,2,2.8000000000000003,6.0,0.46666666666666673
